city,date_local,temp_mean_c,temp_min_c,temp_max_c,precip_sum_mm,precip_prob_avg_pct,weather_state_day
Bacău,2025-10-01,7.604166666666667,5.6,9.4,0.5,4.166666666666667,cloudy
Bacău,2025-10-02,6.845833333333334,4.2,9.7,0.0,0.0,cloudy
Bacău,2025-10-03,6.058333333333334,5.3,7.3,10.5,37.5,rain
Bacău,2025-10-04,8.387500000000001,6.3,11.1,18.7,41.666666666666664,rain
Bacău,2025-10-05,11.4125,5.9,17.5,0.2,0.0,cloudy
Bacău,2025-10-06,10.566666666666666,9.6,11.5,4.7,33.333333333333336,rain
Bacău,2025-10-07,10.549999999999999,10.0,12.0,13.9,87.5,rain
Bacău,2025-10-08,10.6,9.8,12.0,16.7,100.0,rain
Bacău,2025-10-09,11.358333333333334,10.1,13.0,6.8,58.333333333333336,rain
Bacău,2025-10-10,12.779166666666667,7.2,17.6,2.5,20.833333333333332,cloudy
Bacău,2025-10-11,11.508333333333333,8.2,15.1,1.5,12.5,sunny
Bacău,2025-10-12,13.116666666666667,10.5,16.5,1.4000000000000001,16.666666666666668,cloudy
