city,year,month,temp_mean_c,temp_min_c,temp_max_c,rainy_days,rainy_day_frac
Timișoara,2023,1,5.283870967741936,-3.6,14.6,20,0.6451612903225806
Timișoara,2023,2,3.117857142857143,-7.2,16.5,12,0.42857142857142855
Timișoara,2023,3,7.958064516129033,-2.5,21.4,16,0.5161290322580645
Timișoara,2023,4,9.643333333333334,-0.4,20.7,23,0.7666666666666667
Timișoara,2023,5,16.76774193548387,7.7,25.7,27,0.8709677419354839
Timișoara,2023,6,19.915000000000003,10.7,32.5,23,0.7666666666666667
Timișoara,2023,7,24.65806451612903,13.6,36.7,19,0.6129032258064516
Timișoara,2023,8,24.11935483870968,11.8,36.5,16,0.5161290322580645
Timișoara,2023,9,21.0,10.4,31.5,11,0.36666666666666664
Timișoara,2023,10,15.996774193548386,1.5,26.6,13,0.41935483870967744
Timișoara,2023,11,7.671666666666667,-3.7,19.5,25,0.8333333333333334
Timișoara,2023,12,4.453225806451614,-5.9,18.3,15,0.4838709677419355
Timișoara,2024,1,2.167741935483871,-8.1,14.8,19,0.6129032258064516
Timișoara,2024,2,8.71551724137931,-4.1,19.1,14,0.4827586206896552
Timișoara,2024,3,10.167741935483871,-1.5,25.9,17,0.5483870967741935
Timișoara,2024,4,14.578333333333335,0.9,29.4,11,0.36666666666666664
Timișoara,2024,5,18.13225806451613,7.2,28.0,20,0.6451612903225806
Timișoara,2024,6,23.486666666666668,13.2,35.8,21,0.7
Timișoara,2024,7,26.19677419354839,13.4,39.4,11,0.3548387096774194
Timișoara,2024,8,26.79516129032258,15.1,38.3,9,0.2903225806451613
Timișoara,2024,9,19.65,7.6,33.9,12,0.4
Timișoara,2024,10,13.151612903225805,2.6,25.8,8,0.25806451612903225
Timișoara,2024,11,4.8966666666666665,-4.6,16.8,9,0.3
Timișoara,2024,12,3.140322580645161,-4.3,11.1,14,0.45161290322580644
Timișoara,2025,1,3.740322580645161,-6.9,18.2,11,0.3548387096774194
Timișoara,2025,2,1.7767857142857142,-8.0,15.4,5,0.17857142857142858
Timișoara,2025,3,9.764516129032257,-4.3,21.5,17,0.5483870967741935
Timișoara,2025,4,13.011666666666667,-3.9,28.1,18,0.6
Timișoara,2025,5,14.917741935483871,4.3,28.4,19,0.6129032258064516
Timișoara,2025,6,22.596666666666668,11.2,34.9,8,0.26666666666666666
Timișoara,2025,7,23.85,13.3,40.5,14,0.45161290322580644
Timișoara,2025,8,23.682258064516127,8.6,37.2,9,0.2903225806451613
Timișoara,2025,9,21.253333333333334,6.6,33.6,13,0.43333333333333335
Timișoara,2025,10,11.213333333333333,5.1,18.7,10,0.6666666666666666
